title,img_src,url,author,publisher,price
마왕성 플레이어 13,https://bookthumb-phinf.pstatic.net/cover/163/443/16344385.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344385, 트레샤,위시북스,"7,200원(-10%)"
플로리다,https://bookthumb-phinf.pstatic.net/cover/163/410/16341091.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341091, 로런 그로프,문학동네,"13,050원(-10%)"
"빵과 수프, 고양이와 함께하기 좋은 날 : 둘",https://bookthumb-phinf.pstatic.net/cover/163/414/16341496.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341496, 무레 요코 저,북포레스트,"11,700원(-10%)"
위험천만한 연애 세트,https://bookthumb-phinf.pstatic.net/cover/163/025/16302511.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16302511, 이지연,테라스북,"24,840원(-10%)"
"헌터님, 혹시 양아치세요?. 1",https://bookthumb-phinf.pstatic.net/cover/163/443/16344386.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344386, 구노뇽,파피루스,"7,200원(-10%)"
두 개의 장벽,https://bookthumb-phinf.pstatic.net/cover/163/392/16339232.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339232, 레나테 아렌스,꿈꾸다,"10,800원(-10%)"
울랄라 가족,https://bookthumb-phinf.pstatic.net/cover/163/295/16329568.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329568, 김상하,창해,"13,500원(-10%)"
"헌터님, 혹시 양아치세요?. 2",https://bookthumb-phinf.pstatic.net/cover/163/443/16344387.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344387, 구노뇽,파피루스,"7,200원(-10%)"
동물원 옆 미술관,https://bookthumb-phinf.pstatic.net/cover/163/385/16338572.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338572, 송지성,마롱,"8,100원(-10%)"
우리는 시벨리우스공화국에서 만난다,https://bookthumb-phinf.pstatic.net/cover/163/383/16338341.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338341, 박승오,문예바다,"10,800원(-10%)"
분리된 기억의 세계,https://bookthumb-phinf.pstatic.net/cover/163/382/16338268.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338268, 고바야시 야스미,하빌리스,"13,050원(-10%)"
바다의 일꾼들(지식을만드는지식 원서발췌),https://bookthumb-phinf.pstatic.net/cover/163/411/16341114.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341114, 빅토르 위고,지식을만드는지식,"8,820원(-10%)"
시하와 칸타의 장: 마트 이야기(현대문학 핀 시리즈 소설선 25)(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/434/16343459.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343459, 이영도,현대문학,"11,700원(-10%)"
일본 민담집,https://bookthumb-phinf.pstatic.net/cover/163/447/16344725.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344725, 미야자와 겐지,MKDAYS,가격정보 없음
베르가모의 페스트 외(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/386/16338641.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338641, 옌스 페테르 야콥센,열린책들,"10,620원(-10%)"
"빌바오, 3월의 눈",https://bookthumb-phinf.pstatic.net/cover/163/392/16339242.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339242, 김경순,문학수첩,"10,800원(-10%)"
셜록홈즈 베스트 단편선,https://bookthumb-phinf.pstatic.net/cover/163/444/16344415.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344415, 아서 코난 도일,브라운힐,"15,300원(-10%)"
농담을 싫어하는 사람들,https://bookthumb-phinf.pstatic.net/cover/163/286/16328698.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16328698, 정지돈,마음산책,"12,600원(-10%)"
환생무신 9,https://bookthumb-phinf.pstatic.net/cover/163/439/16343917.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343917, 김신,로크미디어,"7,200원(-10%)"
모두가 해피엔딩(할리퀸 로맨스 HR 279),https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329653, 캣 쉴드,신영미디어,"4,680원(-10%)"
소년이 온다 특별한정판(양장),https://bookthumb-phinf.pstatic.net/cover/163/439/16343976.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343976, 한강,창비,"11,700원(-10%)"
밑 빠진 용병대에 돈 붓기 1,https://bookthumb-phinf.pstatic.net/cover/163/387/16338765.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338765, 체셔냐옹,동아,"10,800원(-10%)"
빙의검신 13/완결,https://bookthumb-phinf.pstatic.net/cover/163/439/16343918.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343918, 서준백,로크미디어,"7,200원(-10%)"
사랑은 구름 속에서(할리퀸 로맨스 HR 280),https://bookthumb-phinf.pstatic.net/cover/163/296/16329654.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329654, 페니 조던,신영미디어,"4,680원(-10%)"
밑 빠진 용병대에 돈 붓기 2,https://bookthumb-phinf.pstatic.net/cover/163/387/16338766.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338766, 체셔냐옹,동아,"10,800원(-10%)"
선켄락 3,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338762, Boichi 글그림,메모리얼북스,"5,400원(-10%)"
소용돌이 안내소(가마쿠라)(반양장),https://bookthumb-phinf.pstatic.net/cover/163/395/16339543.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339543, 아오야마 미치코,직선과곡선,"13,500원(-10%)"
권력의 가문 메디치 1,https://bookthumb-phinf.pstatic.net/cover/163/293/16329334.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329334, 마테오 스트루쿨,메디치미디어,"13,500원(-10%)"
사랑하는 나의 도시,https://bookthumb-phinf.pstatic.net/cover/163/399/16339940.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339940, 조영지,바른북스,"12,510원(-10%)"
평지에 뜨는 달,https://bookthumb-phinf.pstatic.net/cover/163/398/16339896.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339896, 아사쿠사 가스미 저,직선과곡선,"12,600원(-10%)"
청소년을 위한 고전 소설 에세이,https://bookthumb-phinf.pstatic.net/cover/163/400/16340068.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340068, 류수열,해냄출판사,"14,220원(-10%)"
권력의 가문 메디치 2,https://bookthumb-phinf.pstatic.net/cover/163/293/16329335.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329335, 마테오 스트루쿨,메디치미디어,"13,500원(-10%)"
밤의 책,https://bookthumb-phinf.pstatic.net/cover/163/409/16340909.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340909, 실비 제르맹,문학동네,"14,220원(-10%)"
"안녕, 아빠! 여기는 지구",https://bookthumb-phinf.pstatic.net/cover/163/412/16341287.jpg?type=m1&udate=Wed May 06 19:27:04 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341287, 크리스타 반 돌처,푸른숲주니어,"9,000원(-10%)"
